6071,1-ﾅﾌﾁﾙｱｾﾄｱﾐﾄﾞ塗布剤,ﾙｰﾄﾝ,石原産業株式会社,1-ﾅﾌﾁﾙｱｾﾄｱﾐﾄﾞ,1-ﾅﾌﾁﾙｱｾﾄｱﾐﾄﾞ,0.40%,1,植物成長調整剤,塗布剤,4/2/1964,4/1/2018
6072,4-CPA液剤,石原ﾄﾏﾄﾄｰﾝ,石原産業株式会社,4-CPA,4-CPA,0.15%,1,植物成長調整剤,液剤,4/2/1964,4/1/2018
6194,ﾀﾞｲｱｼﾞﾉﾝ粒剤,日農ﾀﾞｲｱｼﾞﾉﾝ粒剤3,日本農薬株式会社,ﾀﾞｲｱｼﾞﾉﾝ,ﾀﾞｲｱｼﾞﾉﾝ,3.00%,1,殺虫剤,粒剤,5/4/1964,5/3/2018
6272,ｶｰﾊﾞﾑ剤,NCS,ﾀﾞｳ･ｹﾐｶﾙ日本株式会社,ｶｰﾊﾞﾑ,ｶｰﾊﾞﾑ,50.00%,1,殺虫剤,その他,5/27/1964,5/26/2018
6329,ﾃﾄﾗｼﾞﾎﾝ水和剤,ﾃﾃﾞｵﾝ水和剤,ｱｸﾞﾛ ｶﾈｼｮｳ株式会社,ﾃﾄﾗｼﾞﾎﾝ,ﾃﾄﾗｼﾞﾎﾝ,18.00%,1,殺虫剤,水和剤,6/13/1964,6/12/2018
6578,硫黄粉剤,細井硫黄粉剤80,細井化学工業株式会社,硫黄,硫黄,80.00%,1,殺菌剤,粉剤,12/4/1964,12/3/2018
6602,CAT水和剤,ｼﾏｼﾞﾝ,日本農薬株式会社,CAT,CAT,50.00%,1,除草剤,水和剤,12/4/1964,12/3/2018
6603,ﾘﾝ化亜鉛粒剤,ﾒﾘｰﾈｺりん化亜鉛,大丸合成薬品株式会社,ﾘﾝ化亜鉛,ﾘﾝ化亜鉛,1.00%,1,殺そ剤,粒剤,12/14/1964,12/13/2018
6727,ｸﾏﾘﾝ系粉末,ﾒﾘｰﾈｺｸﾏﾘﾝ,大丸合成薬品株式会社,ﾜﾙﾌｧﾘﾝ,ｸﾏﾘﾝ系,1.00%,1,殺そ剤,粉末,2/23/1965,2/22/2019
6728,ｸﾏﾘﾝ系粒剤,ﾒﾘｰﾈｺ3号,大丸合成薬品株式会社,ﾜﾙﾌｧﾘﾝ,ｸﾏﾘﾝ系,0.10%,1,殺そ剤,粒剤,2/23/1965,2/22/2019
6746,DBN粒剤,ｶｿﾛﾝ粒剤,ｱｸﾞﾛ ｶﾈｼｮｳ株式会社,DBN,DBN,2.50%,1,除草剤,粒剤,2/27/1965,2/26/2019
6829,ﾏﾗｿﾝ･MEP乳剤,ｽﾐｿﾝ乳剤,ｻﾝｹｲ化学株式会社,ﾏﾗｿﾝ,ﾏﾗｿﾝ,15.00%,2,殺虫剤,乳剤,4/13/1965,4/12/2019
6829,ﾏﾗｿﾝ･MEP乳剤,ｽﾐｿﾝ乳剤,ｻﾝｹｲ化学株式会社,MEP,MEP,35.00%,2,殺虫剤,乳剤,4/13/1965,4/12/2019
6831,PAP乳剤,ﾎｸｺｰｴﾙｻﾝ乳剤,北興化学工業株式会社,PAP,PAP,50.00%,1,殺虫剤,乳剤,4/13/1965,4/12/2019
6909,ｸﾛﾙﾋﾟｸﾘﾝ燻蒸剤,ｸﾛﾋﾟｸ80,南海化学株式会社,ｸﾛﾙﾋﾟｸﾘﾝ,ｸﾛﾙﾋﾟｸﾘﾝ,80.00%,1,殺虫剤,くん蒸剤,5/10/1965,5/9/2019
6968,DCIP乳剤,ﾈﾏﾓｰﾙ乳剤,株式会社ｴｽ･ﾃﾞｨｰ･ｴｽ ﾊﾞｲｵﾃｯｸ,DCIP,DCIP,80.00%,1,殺虫剤,乳剤,6/7/1965,6/6/2019
7019,展着剤,ｻｰﾌｧｸﾀﾝﾄWK,花王株式会社,ﾎﾟﾘｵｷｼｴﾁﾚﾝﾄﾞﾃﾞｼﾙｴｰﾃﾙ,,78.00%,1,その他,その他,6/7/1965,6/6/2019
7038,CAT粒剤,ｼﾏｼﾞﾝ粒剤1,日本農薬株式会社,CAT,CAT,1.00%,1,除草剤,粒剤,6/7/1965,6/6/2019
7184,ﾘﾝ化ｱﾙﾐﾆｳﾑくん蒸剤,ﾎｽﾄｷｼﾝ小型錠剤,ﾃﾞｹﾞｼｭ･ｼﾞｬﾊﾟﾝ株式会社,ﾘﾝ化ｱﾙﾐﾆｳﾑ,ﾘﾝ化ｱﾙﾐﾆｳﾑ,56.00%,1,殺虫剤,くん蒸剤,10/8/1965,10/7/2019
7185,ﾘﾝ化ｱﾙﾐﾆｳﾑくん蒸剤,ﾎｽﾄｷｼﾝ,ﾃﾞｹﾞｼｭ･ｼﾞｬﾊﾟﾝ株式会社,ﾘﾝ化ｱﾙﾐﾆｳﾑ,ﾘﾝ化ｱﾙﾐﾆｳﾑ,56.00%,1,殺虫剤,くん蒸剤,10/8/1965,10/7/2019
7233,生石灰,ｱﾄﾐﾛﾝ印農薬用(ﾎﾞﾙﾄﾞｰ液用)粉末生石灰,土佐石灰株式会社,生石灰,生石灰,95.00%,1,その他,その他,12/21/1965,12/20/2019
7251,硫酸銅,小名浜硫酸銅,小名浜製錬株式会社,硫酸銅五水塩,硫酸銅,98.50%,1,殺菌剤,その他,12/21/1965,12/20/2019
7263,PAP乳剤,日農ｴﾙｻﾝ乳剤,日本農薬株式会社,PAP,PAP,50.00%,1,殺虫剤,乳剤,12/21/1965,12/20/2019
7276,石灰硫黄合剤,ﾔﾅｲ石灰硫黄合剤,柳井化学工業株式会社,石灰硫黄合剤,石灰硫黄合剤,27.50%,1,殺菌剤,その他,12/21/1965,12/20/2019
7278,展着剤,ｸｻﾘﾉｰ,日本農薬株式会社,ﾎﾟﾘｵｷｼｴﾁﾚﾝｵｸﾁﾙﾌｪﾆﾙｴｰﾃﾙ,,50.00%,1,その他,その他,1/17/1966,1/16/2020
7279,青酸くん蒸剤,ﾁﾊﾞｸﾛﾝ,日宝化学株式会社,青酸,青酸,98.00%,1,殺虫剤,くん蒸剤,1/17/1966,1/16/2020
